,date,sym,volume,volume_prev_5d_avg
26867,2019-01-11,601012.SH,35247430.0,30443450.2
30305,2019-01-14,601012.SH,24299370.0,32399948.6
33743,2019-01-15,601012.SH,40725344.0,33263917.2
37182,2019-01-16,601012.SH,26325208.0,37485743.0
40623,2019-01-17,601012.SH,46137121.0,36397721.0
44065,2019-01-18,601012.SH,46188546.0,34546894.6
47508,2019-01-21,601012.SH,34509599.0,36735117.8
50952,2019-01-22,601012.SH,20253975.0,38777163.6
54397,2019-01-23,601012.SH,17388628.0,34682889.8
57843,2019-01-24,601012.SH,43325097.0,32895573.8
61290,2019-01-25,601012.SH,32215362.0,32333169.0
64738,2019-01-28,601012.SH,26133770.0,29538532.2
68187,2019-01-29,601012.SH,30592200.0,27863366.4
71636,2019-01-30,601012.SH,26247639.0,29931011.4
75086,2019-01-31,601012.SH,17999265.0,31702813.6
78537,2019-02-01,601012.SH,26984813.0,26637647.2
81988,2019-02-11,601012.SH,34172795.0,25591537.4
85439,2019-02-12,601012.SH,23605043.0,27199342.4
88890,2019-02-13,601012.SH,29742307.0,25801911.0
92341,2019-02-14,601012.SH,46280782.0,26500844.6
95792,2019-02-15,601012.SH,30247947.0,32157148.0
99245,2019-02-18,601012.SH,44681355.0,32809774.8
102698,2019-02-19,601012.SH,56761709.0,34911486.8
106151,2019-02-20,601012.SH,32823424.0,41542820.0
109604,2019-02-21,601012.SH,55480488.0,42159043.4
113058,2019-02-22,601012.SH,55807935.0,43998984.6
116513,2019-02-25,601012.SH,74559511.0,49110982.2
119969,2019-02-26,601012.SH,68025689.0,55086613.4
123425,2019-02-27,601012.SH,78186575.0,57339409.4
126881,2019-02-28,601012.SH,44272635.0,66412039.6
130338,2019-03-01,601012.SH,42393698.0,64170469.0
133795,2019-03-04,601012.SH,57142509.0,61487621.6
137252,2019-03-05,601012.SH,40162659.0,58004221.2
140709,2019-03-06,601012.SH,69947202.0,52431615.2
144166,2019-03-07,601012.SH,65297253.0,50783740.6
147623,2019-03-08,601012.SH,60639756.00000001,54988664.2
151081,2019-03-11,601012.SH,94303580.0,58637875.8
154539,2019-03-12,601012.SH,78911418.0,66070090.0
157997,2019-03-13,601012.SH,50429984.0,73819841.8
161456,2019-03-14,601012.SH,51620680.0,69916398.2
164916,2019-03-15,601012.SH,37193588.0,67181083.6
168376,2019-03-18,601012.SH,32899751.0,62491850.0
171837,2019-03-19,601012.SH,32971258.0,50211084.2
175298,2019-03-20,601012.SH,41087322.0,41023052.2
178759,2019-03-21,601012.SH,19685629.0,39154519.8
182221,2019-03-22,601012.SH,45324493.0,32767509.6
185684,2019-03-25,601012.SH,32256135.0,34393690.6
189148,2019-03-26,601012.SH,25912376.0,34264967.4
192613,2019-03-27,601012.SH,28324765.000000004,32853191.0
196079,2019-03-28,601012.SH,36015286.0,30300679.6
199546,2019-03-29,601012.SH,37701921.0,33566611.0
203013,2019-04-01,601012.SH,60853426.0,32042096.6
206480,2019-04-02,601012.SH,34758740.0,37761554.8
209948,2019-04-03,601012.SH,24948657.0,39530827.6
213416,2019-04-04,601012.SH,22789990.0,38855606.0
216884,2019-04-08,601012.SH,44437405.0,36210546.8
241170,2019-04-17,601012.SH,50099760.0,37557643.6
244642,2019-04-18,601012.SH,50977014.0,35406910.4
248115,2019-04-19,601012.SH,27809754.0,38650565.2
251589,2019-04-22,601012.SH,35552606.0,39222784.6
255063,2019-04-23,601012.SH,27770068.0,41775307.8
258537,2019-04-24,601012.SH,22850091.0,38441840.4
262012,2019-04-25,601012.SH,19819295.0,32991906.6
265488,2019-04-26,601012.SH,27670728.000000004,26760362.8
268964,2019-04-29,601012.SH,39803684.0,26732557.6
272441,2019-04-30,601012.SH,45358834.0,27582773.2
6260,2019-01-03,601066.SH,58747021.0,28444344.0
9695,2019-01-04,601066.SH,92089834.0,43595682.5
13130,2019-01-07,601066.SH,78745826.0,59760399.666666664
16566,2019-01-08,601066.SH,67888998.0,64506756.25
20003,2019-01-09,601066.SH,86728716.0,65183204.6
23440,2019-01-10,601066.SH,61811006.99999999,76840079.0
26877,2019-01-11,601066.SH,47228903.0,77452876.2
30315,2019-01-14,601066.SH,53565981.00000001,68480690.0
33753,2019-01-15,601066.SH,95311651.0,63444721.0
37192,2019-01-16,601066.SH,77816877.0,68929251.6
40633,2019-01-17,601066.SH,58969699.0,67146883.8
44075,2019-01-18,601066.SH,56235404.0,66578622.2
47518,2019-01-21,601066.SH,48212266.0,68379922.4
50962,2019-01-22,601066.SH,73775960.0,67309179.4
54407,2019-01-23,601066.SH,41580400.0,63002041.2
57853,2019-01-24,601066.SH,69853801.0,55754745.8
61300,2019-01-25,601066.SH,47842977.0,57931566.2
64748,2019-01-28,601066.SH,52281476.0,56253080.8
68197,2019-01-29,601066.SH,48396243.0,57066922.8
71646,2019-01-30,601066.SH,32606194.0,51990979.4
75096,2019-01-31,601066.SH,48594418.0,50196138.2
78547,2019-02-01,601066.SH,51758756.0,45944261.6
81998,2019-02-11,601066.SH,48226425.0,46727417.4
85449,2019-02-12,601066.SH,48199581.0,45916407.2
88900,2019-02-13,601066.SH,72773933.0,45877074.8
92351,2019-02-14,601066.SH,43539021.0,53910622.6
95802,2019-02-15,601066.SH,41261614.0,52899543.2
99255,2019-02-18,601066.SH,62519198.0,50800114.8
102708,2019-02-19,601066.SH,61392319.99999999,53658669.4
106161,2019-02-20,601066.SH,45260107.0,56297217.2
109614,2019-02-21,601066.SH,106832736.0,50794452.0
113068,2019-02-22,601066.SH,94960772.0,63453195.0
116523,2019-02-25,601066.SH,8817026.0,74193026.6
119979,2019-02-26,601066.SH,8492994.0,63452592.2
123435,2019-02-27,601066.SH,192035685.0,52872727.0
126891,2019-02-28,601066.SH,144900263.0,82227842.6
130348,2019-03-01,601066.SH,148829729.0,89841348.0
133805,2019-03-04,601066.SH,165406206.0,100615139.4
137262,2019-03-05,601066.SH,133066470.0,131932975.4
140719,2019-03-06,601066.SH,109586637.0,156847670.6
144176,2019-03-07,601066.SH,64989398.0,140357861.0
147633,2019-03-08,601066.SH,159226408.0,124375688.0
151091,2019-03-11,601066.SH,141874943.0,126455023.8
154549,2019-03-12,601066.SH,123883319.0,121748771.2
158007,2019-03-13,601066.SH,136310649.0,119912141.0
161466,2019-03-14,601066.SH,138675024.0,125256943.4
164926,2019-03-15,601066.SH,137768398.0,139994068.6
168386,2019-03-18,601066.SH,120223583.0,135702466.6
171847,2019-03-19,601066.SH,78512703.0,131372194.6
175308,2019-03-20,601066.SH,84595128.0,122298071.4
178769,2019-03-21,601066.SH,111141545.0,111954967.2
182231,2019-03-22,601066.SH,88782929.0,106448271.4
185694,2019-03-25,601066.SH,53784441.0,96651177.6
189158,2019-03-26,601066.SH,73928894.0,83363349.2
192623,2019-03-27,601066.SH,72069323.0,82446587.4
196089,2019-03-28,601066.SH,58694076.0,79941426.4
199556,2019-03-29,601066.SH,120211818.0,69451932.6
203023,2019-04-01,601066.SH,127943050.0,75737710.4
206490,2019-04-02,601066.SH,111602593.0,90569432.2
209958,2019-04-03,601066.SH,89837747.0,98104172.0
213426,2019-04-04,601066.SH,78563845.0,101657856.8
216894,2019-04-08,601066.SH,55002349.0,105631810.6
220362,2019-04-09,601066.SH,39681849.0,92589916.8
223830,2019-04-10,601066.SH,48469383.0,74937676.6
227298,2019-04-11,601066.SH,38982398.0,62311034.6
230767,2019-04-12,601066.SH,26951532.0,52139964.8
234237,2019-04-15,601066.SH,30499395.0,41817502.2
237708,2019-04-16,601066.SH,32757049.0,36916911.4
241180,2019-04-17,601066.SH,28768967.0,35531951.4
244652,2019-04-18,601066.SH,28085741.0,31591868.2
248125,2019-04-19,601066.SH,26394480.0,29412536.8
251599,2019-04-22,601066.SH,70620367.0,29301126.4
255073,2019-04-23,601066.SH,136297427.0,37325320.8
258547,2019-04-24,601066.SH,91901052.0,58033396.4
262022,2019-04-25,601066.SH,111628154.0,70659813.4
265498,2019-04-26,601066.SH,102233877.0,87368296.0
268974,2019-04-29,601066.SH,84088111.0,102536175.4
272451,2019-04-30,601066.SH,64712872.0,105229724.2
6266,2019-01-03,601099.SH,213034174.00000003,101123973.0
9701,2019-01-04,601099.SH,444737073.00000006,157079073.5
13136,2019-01-07,601099.SH,384773933.0,252965073.33333337
16572,2019-01-08,601099.SH,316972869.0,285917288.25
20009,2019-01-09,601099.SH,324754907.0,292128404.4
23446,2019-01-10,601099.SH,242654575.0,336854591.2
26883,2019-01-11,601099.SH,179480599.0,342778671.4
30321,2019-01-14,601099.SH,136024512.0,289727376.6
33759,2019-01-15,601099.SH,197695508.0,239977492.4
37198,2019-01-16,601099.SH,120704454.0,216122020.2
40639,2019-01-17,601099.SH,107787262.0,175311929.6
44081,2019-01-18,601099.SH,103062791.0,148338467.0
47524,2019-01-21,601099.SH,94628433.0,133054905.4
50968,2019-01-22,601099.SH,79253475.0,124775689.6
54413,2019-01-23,601099.SH,60836067.00000001,101087283.0
57859,2019-01-24,601099.SH,121749681.0,89113605.6
61306,2019-01-25,601099.SH,88996547.0,91906089.4
64754,2019-01-28,601099.SH,200620993.0,89092840.6
68203,2019-01-29,601099.SH,70390100.0,110291352.6
71652,2019-01-30,601099.SH,39962015.0,108518677.6
75102,2019-01-31,601099.SH,54152944.99999999,104343867.2
78553,2019-02-01,601099.SH,63745271.0,90824520.0
82004,2019-02-11,601099.SH,53555605.00000001,85774264.8
85455,2019-02-12,601099.SH,69932795.0,56361187.2
88906,2019-02-13,601099.SH,137686725.0,56269726.2
92357,2019-02-14,601099.SH,86075683.0,75814668.2
95808,2019-02-15,601099.SH,93350090.0,82199215.8
99261,2019-02-18,601099.SH,200044021.0,88120179.6
102714,2019-02-19,601099.SH,242954805.0,117417862.8
106167,2019-02-20,601099.SH,146823936.0,152022264.8
109620,2019-02-21,601099.SH,310132347.0,153849707.0
113074,2019-02-22,601099.SH,450216296.0,198661039.8
116529,2019-02-25,601099.SH,670244374.0,270034281.0
119985,2019-02-26,601099.SH,1090478523.0,364074351.6
123441,2019-02-27,601099.SH,1116663575.0,533579095.2
126897,2019-02-28,601099.SH,1234419077.0,727547023.0
130354,2019-03-01,601099.SH,1151572813.0,912404369.0
133811,2019-03-04,601099.SH,1329707636.0,1052675672.4
137268,2019-03-05,601099.SH,877421255.0000001,1184568324.8
140725,2019-03-06,601099.SH,1123197915.0,1141956871.2
144182,2019-03-07,601099.SH,1107321850.0,1143263739.2
147639,2019-03-08,601099.SH,749026425.0,1117844293.8
151097,2019-03-11,601099.SH,547930627.0,1037335016.2
154555,2019-03-12,601099.SH,521648387.0,880979614.4
158013,2019-03-13,601099.SH,433940302.0,809825040.8
161472,2019-03-14,601099.SH,340348113.0,671973518.2
164932,2019-03-15,601099.SH,313321307.0,518578770.8
168392,2019-03-18,601099.SH,348221405.0,431437747.2
171853,2019-03-19,601099.SH,284554699.0,391495902.8
175314,2019-03-20,601099.SH,607871210.0,344077165.2
178775,2019-03-21,601099.SH,624404655.0,378863346.8
182237,2019-03-22,601099.SH,333126979.0,435674655.2
185700,2019-03-25,601099.SH,288535789.0,439635789.6
189164,2019-03-26,601099.SH,242845808.0,427698666.4
192629,2019-03-27,601099.SH,220232162.0,419356888.2
196095,2019-03-28,601099.SH,224145738.0,341829078.6
199562,2019-03-29,601099.SH,482408167.0,261777295.2
203029,2019-04-01,601099.SH,513907043.0,291633532.8
206496,2019-04-02,601099.SH,352560963.0,336707783.6
209964,2019-04-03,601099.SH,475502976.0,358650814.6
213432,2019-04-04,601099.SH,335709876.0,409704977.4
216900,2019-04-08,601099.SH,278595521.0,432017805.0
220368,2019-04-09,601099.SH,170353647.0,391255275.8
223836,2019-04-10,601099.SH,531373381.0,322544596.6
227304,2019-04-11,601099.SH,310182179.0,358307080.2
230773,2019-04-12,601099.SH,230472314.0,325242920.8
234243,2019-04-15,601099.SH,268772303.0,304195408.4
237714,2019-04-16,601099.SH,234129985.0,302230764.8
241186,2019-04-17,601099.SH,169484484.0,314986032.4
244658,2019-04-18,601099.SH,134820804.0,242608253.0
248131,2019-04-19,601099.SH,143342611.0,207535978.0
251605,2019-04-22,601099.SH,183336744.0,190110037.4
255079,2019-04-23,601099.SH,320854950.0,173022925.6
258553,2019-04-24,601099.SH,247779035.0,190367918.6
262028,2019-04-25,601099.SH,362017016.0,206026828.8
265504,2019-04-26,601099.SH,274250664.0,251466071.2
268980,2019-04-29,601099.SH,298153906.0,277647681.8
272457,2019-04-30,601099.SH,146512602.0,300611114.2
6271,2019-01-03,601108.SH,42737900.0,20854673.0
9706,2019-01-04,601108.SH,160311215.0,31796286.5
13141,2019-01-07,601108.SH,90841268.0,74634596.0
16577,2019-01-08,601108.SH,61639809.0,78686264.0
20014,2019-01-09,601108.SH,66385913.0,75276973.0
23451,2019-01-10,601108.SH,43563036.0,84383221.0
26888,2019-01-11,601108.SH,33322536.0,84548248.2
30326,2019-01-14,601108.SH,36313646.0,59150512.4
33764,2019-01-15,601108.SH,75305564.0,48244988.0
37203,2019-01-16,601108.SH,41335175.0,50978139.0
40644,2019-01-17,601108.SH,40006028.0,45967991.4
44086,2019-01-18,601108.SH,33926972.0,45256589.8
47529,2019-01-21,601108.SH,36974572.0,45377477.0
50973,2019-01-22,601108.SH,33825237.0,45509662.2
54418,2019-01-23,601108.SH,34995522.0,37213596.8
57864,2019-01-24,601108.SH,46453525.0,35945666.2
61311,2019-01-25,601108.SH,29279720.0,37235165.6
64759,2019-01-28,601108.SH,33759696.0,36305715.2
68208,2019-01-29,601108.SH,39126700.0,35662740.0
71657,2019-01-30,601108.SH,19052871.0,36723032.6
75107,2019-01-31,601108.SH,39227218.0,33534502.4
78558,2019-02-01,601108.SH,40583733.0,32089241.0
82009,2019-02-11,601108.SH,49979413.0,34350043.6
85460,2019-02-12,601108.SH,53684532.99999999,37593987.0
88911,2019-02-13,601108.SH,128227824.0,40505553.6
92362,2019-02-14,601108.SH,99225345.0,62340544.2
95813,2019-02-15,601108.SH,138998020.0,74340169.6
99266,2019-02-18,601108.SH,175064341.0,94023027.0
102719,2019-02-19,601108.SH,190265471.0,119040012.6
106172,2019-02-20,601108.SH,111920413.0,146356200.2
109625,2019-02-21,601108.SH,183356660.0,143094718.0
113079,2019-02-22,601108.SH,235329235.0,159920981.0
116534,2019-02-25,601108.SH,242829798.0,179187224.0
119990,2019-02-26,601108.SH,278105295.0,192740315.4
123446,2019-02-27,601108.SH,219980692.0,210308280.2
126902,2019-02-28,601108.SH,150029442.0,231920336.0
130359,2019-03-01,601108.SH,172560859.0,225254892.4
133816,2019-03-04,601108.SH,255980907.0,212701217.2
137273,2019-03-05,601108.SH,166702105.0,215331439.0
140730,2019-03-06,601108.SH,186354818.0,193050801.0
144187,2019-03-07,601108.SH,11185760.0,186325626.2
147644,2019-03-08,601108.SH,560360225.0,158556889.8
151102,2019-03-11,601108.SH,316704536.0,236116763.0
154560,2019-03-12,601108.SH,289056325.0,248261488.8
158018,2019-03-13,601108.SH,250313369.0,272732332.8
161477,2019-03-14,601108.SH,187305283.0,285524043.0
164937,2019-03-15,601108.SH,156201727.0,320747947.6
168397,2019-03-18,601108.SH,143398251.0,239916248.0
171858,2019-03-19,601108.SH,102361202.0,205254991.0
175319,2019-03-20,601108.SH,130902911.0,167915966.4
178780,2019-03-21,601108.SH,180803978.0,144033874.8
182242,2019-03-22,601108.SH,106051327.0,142733613.8
185705,2019-03-25,601108.SH,97936806.0,132703533.8
189169,2019-03-26,601108.SH,118122589.0,123611244.8
192634,2019-03-27,601108.SH,89766735.0,126763522.2
196100,2019-03-28,601108.SH,103999744.0,118536287.0
199567,2019-03-29,601108.SH,203182762.0,103175440.2
203034,2019-04-01,601108.SH,201101060.0,122601727.2
206501,2019-04-02,601108.SH,141736042.0,143234578.0
209969,2019-04-03,601108.SH,189665204.0,147957268.6
213437,2019-04-04,601108.SH,146517076.0,167936962.4
216905,2019-04-08,601108.SH,135502046.0,176440428.8
220373,2019-04-09,601108.SH,89042072.0,162904285.6
223841,2019-04-10,601108.SH,128966086.0,140492488.0
227309,2019-04-11,601108.SH,72931367.0,137938496.8
230778,2019-04-12,601108.SH,60670307.99999999,114591729.4
234248,2019-04-15,601108.SH,66828444.99999999,97422375.8
237719,2019-04-16,601108.SH,73716200.0,83687655.6
241191,2019-04-17,601108.SH,59348688.0,80622481.2
244663,2019-04-18,601108.SH,62565455.00000001,66699001.6
248136,2019-04-19,601108.SH,59710467.00000001,64625819.2
251610,2019-04-22,601108.SH,115748162.0,64433851.0
255084,2019-04-23,601108.SH,96931984.0,74217794.4
258558,2019-04-24,601108.SH,81062382.0,78860951.2
262033,2019-04-25,601108.SH,92632699.0,83203690.0
265509,2019-04-26,601108.SH,66199691.0,89217138.8
268985,2019-04-29,601108.SH,102664249.0,90514983.6
272462,2019-04-30,601108.SH,59155581.00000001,87898201.0
6281,2019-01-03,601138.SH,10639586.0,11544000.0
9716,2019-01-04,601138.SH,20738257.0,11091793.0
13151,2019-01-07,601138.SH,19142910.0,14307281.0
16587,2019-01-08,601138.SH,14429906.0,15516188.25
20024,2019-01-09,601138.SH,54144684.0,15298931.8
23461,2019-01-10,601138.SH,22561240.0,23819068.6
26898,2019-01-11,601138.SH,22902782.0,26203399.4
30336,2019-01-14,601138.SH,16924854.0,26636304.4
33774,2019-01-15,601138.SH,29298825.0,26192693.2
37213,2019-01-16,601138.SH,20722113.0,29166477.0
40654,2019-01-17,601138.SH,18955904.0,22481962.8
44096,2019-01-18,601138.SH,17226953.0,21760895.6
47539,2019-01-21,601138.SH,15562934.0,20625729.8
50983,2019-01-22,601138.SH,15209698.000000002,20353345.8
54428,2019-01-23,601138.SH,11145124.0,17535520.4
57874,2019-01-24,601138.SH,13255149.0,15620122.6
61321,2019-01-25,601138.SH,13503771.0,14479971.6
64769,2019-01-28,601138.SH,11265865.0,13735335.2
68218,2019-01-29,601138.SH,16048591.0,12875921.4
71667,2019-01-30,601138.SH,10307376.0,13043700.0
75117,2019-01-31,601138.SH,14152099.0,12876150.4
78568,2019-02-01,601138.SH,18711481.0,13055540.4
82019,2019-02-11,601138.SH,26465800.0,14097082.4
85470,2019-02-12,601138.SH,56973778.0,17137069.4
88921,2019-02-13,601138.SH,82666364.0,25322106.8
92372,2019-02-14,601138.SH,117628590.0,39793904.4
95823,2019-02-15,601138.SH,65245176.0,60489202.6
99276,2019-02-18,601138.SH,84810061.0,69795941.6
102729,2019-02-19,601138.SH,73863547.0,81464793.8
106182,2019-02-20,601138.SH,42006397.0,84842747.6
109635,2019-02-21,601138.SH,62057044.99999999,76710754.2
113089,2019-02-22,601138.SH,77443823.0,65596445.2
116544,2019-02-25,601138.SH,136439232.0,68036174.6
120000,2019-02-26,601138.SH,118926307.0,78362008.8
123456,2019-02-27,601138.SH,65136521.0,87374560.8
126912,2019-02-28,601138.SH,49258091.0,92000585.6
130369,2019-03-01,601138.SH,45672432.0,89440794.8
133826,2019-03-04,601138.SH,93890490.0,83086516.6
137283,2019-03-05,601138.SH,56170232.99999999,74576768.2
140740,2019-03-06,601138.SH,145963737.0,62025553.4
144197,2019-03-07,601138.SH,132132929.0,78190996.6
147654,2019-03-08,601138.SH,117987360.0,94765964.2
151112,2019-03-11,601138.SH,65964385.0,109228949.8
154570,2019-03-12,601138.SH,96418582.0,103643728.8
158028,2019-03-13,601138.SH,81528169.0,111693398.6
161487,2019-03-14,601138.SH,63503160.0,98806285.0
164947,2019-03-15,601138.SH,39783031.0,85080331.2
168407,2019-03-18,601138.SH,41559831.0,69439465.4
171868,2019-03-19,601138.SH,37186457.0,64558554.6
175329,2019-03-20,601138.SH,32045123.0,52712129.6
178790,2019-03-21,601138.SH,46659783.0,42815520.4
182252,2019-03-22,601138.SH,35394321.0,39446845.0
185715,2019-03-25,601138.SH,34826991.0,38569103.0
189179,2019-03-26,601138.SH,39008488.0,37222535.0
192644,2019-03-27,601138.SH,23466455.0,37586941.2
196110,2019-03-28,601138.SH,39017950.0,35871207.6
199577,2019-03-29,601138.SH,42742886.0,34342841.0
203044,2019-04-01,601138.SH,77435854.0,35812554.0
206511,2019-04-02,601138.SH,105140026.0,44334326.6
209979,2019-04-03,601138.SH,51538111.0,57560634.2
213447,2019-04-04,601138.SH,58496182.99999999,63174965.4
216915,2019-04-08,601138.SH,50572418.0,67070612.0
220383,2019-04-09,601138.SH,80529071.0,68636518.4
223851,2019-04-10,601138.SH,43719130.0,69255161.8
227319,2019-04-11,601138.SH,33355365.000000004,56970982.6
230788,2019-04-12,601138.SH,21874269.0,53334433.4
234258,2019-04-15,601138.SH,35038328.0,46010050.6
237729,2019-04-16,601138.SH,81788794.0,42903232.6
241201,2019-04-17,601138.SH,217742662.0,43155177.2
244673,2019-04-18,601138.SH,358084248.0,77959883.6
248146,2019-04-19,601138.SH,228710776.0,142905660.2
251620,2019-04-22,601138.SH,113487539.0,184272961.6
255094,2019-04-23,601138.SH,130567689.0,199962803.8
258568,2019-04-24,601138.SH,69579626.0,209718582.8
262043,2019-04-25,601138.SH,72613888.0,180085975.6
265519,2019-04-26,601138.SH,48443134.0,122991903.6
268995,2019-04-29,601138.SH,52834178.0,86938375.2
272472,2019-04-30,601138.SH,50072016.0,74807703.0
6285,2019-01-03,601162.SH,109380287.0,75475146.0
9720,2019-01-04,601162.SH,126934471.0,92427716.5
13155,2019-01-07,601162.SH,295455785.0,103929968.0
16591,2019-01-08,601162.SH,197108932.0,151811422.25
20028,2019-01-09,601162.SH,213524709.0,160870924.2
23465,2019-01-10,601162.SH,163217556.0,188480836.8
26902,2019-01-11,601162.SH,138593294.0,199248290.6
30340,2019-01-14,601162.SH,131100537.0,201580055.2
33778,2019-01-15,601162.SH,235011666.0,168709005.6
37217,2019-01-16,601162.SH,131878099.0,176289552.4
40658,2019-01-17,601162.SH,109114107.0,159960230.4
44100,2019-01-18,601162.SH,95350117.0,149139540.6
47543,2019-01-21,601162.SH,59846381.99999999,140490905.2
50987,2019-01-22,601162.SH,101002335.0,126240074.2
54432,2019-01-23,601162.SH,61353566.0,99438208.0
57878,2019-01-24,601162.SH,250752407.0,85333301.4
61325,2019-01-25,601162.SH,164450802.0,113660961.4
64773,2019-01-28,601162.SH,114983582.0,127481098.4
68222,2019-01-29,601162.SH,86439944.0,138508538.4
71671,2019-01-30,601162.SH,54896103.0,135596060.2
75121,2019-01-31,601162.SH,73725987.0,134304567.6
78572,2019-02-01,601162.SH,69328493.0,98899283.6
82023,2019-02-11,601162.SH,84628736.0,79874821.8
85474,2019-02-12,601162.SH,88726241.0,73803852.6
88925,2019-02-13,601162.SH,164339912.0,74261112.0
92376,2019-02-14,601162.SH,93562234.0,96149873.8
95827,2019-02-15,601162.SH,96235331.0,100117123.2
99280,2019-02-18,601162.SH,172490360.0,105498490.8
102733,2019-02-19,601162.SH,165758160.0,123070815.6
106186,2019-02-20,601162.SH,84978240.0,138477199.4
109639,2019-02-21,601162.SH,189635066.0,122604865.0
113093,2019-02-22,601162.SH,226758265.0,141819431.4
116548,2019-02-25,601162.SH,221280624.00000003,167924018.2
120004,2019-02-26,601162.SH,254365443.00000003,177682071.0
123460,2019-02-27,601162.SH,261215579.0,195403527.6
126916,2019-02-28,601162.SH,138106464.0,230650995.4
130373,2019-03-01,601162.SH,139201819.0,220345275.0
133830,2019-03-04,601162.SH,227394546.0,202833985.8
137287,2019-03-05,601162.SH,167448890.0,204056770.2
140744,2019-03-06,601162.SH,226148895.00000003,186673459.6
144201,2019-03-07,601162.SH,206386631.0,179660122.8
147658,2019-03-08,601162.SH,193917349.0,193316156.2
151116,2019-03-11,601162.SH,119209697.0,204259262.2
154574,2019-03-12,601162.SH,159103154.0,182622292.4
158032,2019-03-13,601162.SH,135435006.0,180953145.2
161491,2019-03-14,601162.SH,102257773.0,162810367.4
164951,2019-03-15,601162.SH,103871519.0,141984595.8
168411,2019-03-18,601162.SH,99229163.0,123975429.8
171872,2019-03-19,601162.SH,71040847.0,119979323.0
175333,2019-03-20,601162.SH,84488917.0,102366861.6
178794,2019-03-21,601162.SH,129390315.0,92177643.8
182256,2019-03-22,601162.SH,72450921.0,97604152.2
185719,2019-03-25,601162.SH,72423898.0,91320032.6
189183,2019-03-26,601162.SH,59178981.99999999,85958979.6
192648,2019-03-27,601162.SH,51328236.0,83586606.6
196114,2019-03-28,601162.SH,49088479.0,76954470.4
199581,2019-03-29,601162.SH,106780799.0,60894103.2
203048,2019-04-01,601162.SH,111606347.0,67760078.8
206515,2019-04-02,601162.SH,85873452.0,75596568.6
209983,2019-04-03,601162.SH,90365894.0,80935462.6
213451,2019-04-04,601162.SH,72842560.0,88742994.2
216919,2019-04-08,601162.SH,53031614.0,93493810.4
220387,2019-04-09,601162.SH,40443271.0,82743973.4
223855,2019-04-10,601162.SH,52934812.0,68511358.2
227323,2019-04-11,601162.SH,32252475.0,61923630.2
230792,2019-04-12,601162.SH,26049000.0,50300946.4
234262,2019-04-15,601162.SH,28705096.000000004,40942234.4
237733,2019-04-16,601162.SH,48339651.0,36076930.8
241205,2019-04-17,601162.SH,42470305.0,37656206.8
244677,2019-04-18,601162.SH,34685110.0,35563305.4
248150,2019-04-19,601162.SH,35479834.0,36049832.4
251624,2019-04-22,601162.SH,32887176.0,37935999.2
255098,2019-04-23,601162.SH,65176403.0,38772415.2
258572,2019-04-24,601162.SH,32537044.0,42139765.6
262047,2019-04-25,601162.SH,55880409.0,40153113.4
265523,2019-04-26,601162.SH,50231434.0,44392173.2
268999,2019-04-29,601162.SH,49249939.0,47342493.2
272476,2019-04-30,601162.SH,29590100.0,50615045.8
6287,2019-01-03,601166.SH,26775670.0,33008568.0
9722,2019-01-04,601166.SH,46863017.0,29892119.0
13157,2019-01-07,601166.SH,36207223.0,35549085.0
16593,2019-01-08,601166.SH,22719091.0,35713619.5
20030,2019-01-09,601166.SH,44257368.0,33114713.8
23467,2019-01-10,601166.SH,23819407.0,35364473.8
26904,2019-01-11,601166.SH,27299220.0,34773221.2
30342,2019-01-14,601166.SH,23806041.0,30860461.8
33780,2019-01-15,601166.SH,30373746.000000004,28380225.4
37219,2019-01-16,601166.SH,20940413.0,29911156.4
40660,2019-01-17,601166.SH,27886304.0,25247765.4
44102,2019-01-18,601166.SH,46470752.0,26061144.8
47545,2019-01-21,601166.SH,39776457.0,29895451.2
50989,2019-01-22,601166.SH,22785284.0,33089534.4
54434,2019-01-23,601166.SH,18139137.0,31571842.0
57880,2019-01-24,601166.SH,28402018.0,31011586.8
61327,2019-01-25,601166.SH,63065442.00000001,31114729.6
64775,2019-01-28,601166.SH,44940144.0,34433667.6
68224,2019-01-29,601166.SH,41768505.0,35466405.0
71673,2019-01-30,601166.SH,45965402.0,39263049.2
75123,2019-01-31,601166.SH,68595599.0,44828302.2
78574,2019-02-01,601166.SH,43038020.0,52867018.4
82025,2019-02-11,601166.SH,45245207.0,48861534.0
85476,2019-02-12,601166.SH,33947543.0,48922546.6
88927,2019-02-13,601166.SH,73392589.0,47358354.2
92378,2019-02-14,601166.SH,37050328.0,52843791.6
95829,2019-02-15,601166.SH,54556986.0,46534737.4
99282,2019-02-18,601166.SH,53643301.0,48838530.6
102735,2019-02-19,601166.SH,65960416.0,50518149.4
106188,2019-02-20,601166.SH,36930056.0,56920724.0
109641,2019-02-21,601166.SH,48351161.0,49628217.4
113095,2019-02-22,601166.SH,58570974.0,51888384.0
116550,2019-02-25,601166.SH,177510091.0,52691181.6
120006,2019-02-26,601166.SH,131219762.0,77464539.6
123462,2019-02-27,601166.SH,130307675.0,90516408.8
126918,2019-02-28,601166.SH,105384666.0,109191932.6
130375,2019-03-01,601166.SH,247429380.0,120598633.6
133832,2019-03-04,601166.SH,263373604.0,158370314.8
137289,2019-03-05,601166.SH,128983987.0,175543017.4
140746,2019-03-06,601166.SH,120934799.0,175095862.4
